20240517-193652, 0, 8600, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-193735, 0, 8600, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-193834, 0, 8600, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-193909, 0, 8600, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-194000, 0, 8600, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-194409, 0, 8600, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-194530, 0, 8600, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-194702, 0, 8600, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-194724, 0, 8600, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-195417, 0, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4, results, 8700, 8700: 4%, 8700: -591.8468881845474
20240517-195528, 0, 8700, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-200506, 0, 8700, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-200604, 0, 8700, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-200705, 0, 8700, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-200719, 0, 8700, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-201102, 0, 8700, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-201236, 0, 8700, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-201439, 0, 8700, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-201457, 0, 8700, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-201550, 0, 8700, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-201643, 0, 8700, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-201807, 0, 8700, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-201930, 0, 8700, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-202108, 0, 8700, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-202153, 0, 8700, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-202314, 0, 8700, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-202614, 0, 8700, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-202943, 0, 8700, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-203034, 0, 8700, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-203337, 0, 8700, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-203455, 0, 8700, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-203536, 0, 8700, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-203701, 0, 8700, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-203836, 0, 8700, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-204008, 0, 8700, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-204025, 0, 8700, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-204359, 0, 8700, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-204428, 0, 8700, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-204451, 0, 8700, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-204513, 0, 8700, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-204540, 0, 8700, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-204610, 0, 8700, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-204650, 0, 8700, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-204745, 0, 8700, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-204809, 0, 8700, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-204839, 0, 8700, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-204937, 0, 8700, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-205043, 0, 8700, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-205204, 0, 8700, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-205333, 0, 8700, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-205712, 0, 8700, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-205755, 0, 8700, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-211258, 0, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4, results, 8900, 8800: 5%, 8800: -414.4384629964828
20240517-211912, 0, 8900, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-212005, 0, 8900, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-212307, 0, 8900, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-212329, 0, 8900, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-212502, 0, 8900, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-212623, 0, 8900, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-212919, 0, 8900, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-213259, 0, 8900, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-213352, 0, 8900, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
20240517-213638, 0, 8900, 1, 256, 51200, 194, 2, 512, 0.99, 0.001, 0.01, 0.01, A, False, False, 3, 4
